Emrakul,Halimar Depth,Serum Powder,Shelldock Isle,Shadwborn Apostle,Max Mulliagan,Exile Emrakul,Exile Shelldock Isle,Lose,Turn 4,Turn 5,Turn 4 + Turn 5 - Lose,Turn 6,Turn 7,Turn 8,Turn 9
3,2,1,4,46,3,1,0,20.43,8.9,18.89,7.36,17.99,15.72,11.61,6.47
3,4,2,4,43,3,1,2,22.08,10.17,19.25,7.34,17.8499,14.77,10.12,5.76
3,4,2,4,43,2,2,3,23.29,10.77,19.86,7.34,19.34,13.98,8.11,4.67
3,3,3,4,43,3,0,3,22.15,10.2999,19.15,7.2999,17.22,14.2499,10.56,6.37
3,2,2,4,45,3,2,1,20.96,9.36,18.89,7.29,17.44,15.22,11.49,6.64
4,2,1,4,45,3,2,3,19.9199,8.85,18.35,7.2801,17.37,15.8,12.28,7.43
3,2,1,4,46,3,1,1,20.45,9,18.72,7.27,17.9,15.6599,11.81,6.46
4,3,3,4,42,3,0,3,21.69,10.16,18.79,7.26,16.59,14.48,11.2,7.08
3,4,3,4,42,2,2,3,23.9,11.15,20,7.25,18.58,13.38,8.07,4.93
4,4,3,4,41,3,1,2,22.04,10.47,18.81,7.24,16.88,14.4999,10.6399,6.66
4,2,1,4,45,3,2,2,19.91,8.85,18.3,7.24,17.54,15.7099,12.23,7.48
3,2,1,4,46,3,0,1,20.41,8.97,18.67,7.23,18.16,15.72,11.64,6.43
3,4,1,4,44,3,0,0,21.7099,9.9,19.03,7.2201,18.02,15.09,10.63,5.62
4,4,1,4,43,2,2,2,22.38,10.2999,19.3,7.2199,19.38,14.81,8.63,5.19
3,3,3,4,43,3,0,2,22.37,10.2999,19.27,7.1999,17.03,14.35,10.43,6.27
4,3,3,4,42,3,1,3,21.73,10.17,18.74,7.18,16.65,14.42,11.08,7.21
4,2,4,4,42,2,3,2,22.3,10.38,19.09,7.17,17.13,13.8899,10.01,7.19
4,2,1,4,45,3,3,2,19.9,8.73,18.32,7.15,17.56,15.76,12.33,7.39999
3,2,2,4,45,2,2,2,22.05,9.83,19.35,7.13,18.88,14.96,9.34,5.59
4,4,3,4,41,3,0,2,22.22,10.51,18.83,7.12,16.8699,14.38,10.54,6.66
3,3,1,4,45,2,1,3,22.77,10.12,19.74,7.09,19.52,14.84,8.39,4.63
4,2,3,4,43,2,3,2,21.88,9.74,19.21,7.07,17.63,14.5499,9.99,7
3,3,2,4,44,3,1,1,21.81,9.85,19.02,7.06,17.54,14.94,10.78,6.05
3,3,1,4,45,2,0,3,22.8,10.11,19.72,7.03,19.42,14.82,8.48,4.66
3,2,1,4,46,3,0,0,20.5499,8.97,18.6,7.0201,18.08,15.76,11.64,6.39
4,2,3,4,43,2,2,3,21.84,9.87,18.99,7.02,17.53,14.41,10.14,7.19999
3,2,3,4,44,2,2,2,22.58,10.1,19.47,6.99,18.27,14.2199,9.39,5.96
3,3,1,4,45,2,0,2,22.86,10.03,19.82,6.99,19.58,14.59,8.44,4.68999
3,3,3,4,43,3,1,2,22.4,10.38,19,6.98,17.07,14.31,10.53,6.31
3,2,4,4,43,2,2,3,23.11,10.66,19.43,6.98,17.5,13.71,9.35,6.25
3,3,1,4,45,2,1,2,22.82,10.1,19.7,6.98,19.49,14.87,8.45999,4.56999
3,3,0,4,46,2,2,3,22.71,9.85,19.83,6.97,20.05,15.09,8.23,4.25
4,2,2,4,44,2,3,3,21.42,9.49,18.89,6.96,18.19,14.93,10.22,6.87
2,2,0,4,48,3,0,0,22.22,9.45,19.72,6.95,18.66,15.3299,9.92,4.7
3,4,2,4,43,3,2,0,22.36,10.08,19.21,6.93,17.76,14.77,10.2099,5.60999
3,3,0,4,46,2,1,0,22.72,9.84,19.78,6.9,20.05,15.1,8.28,4.22999
3,3,2,4,44,3,0,1,21.86,9.85,18.91,6.9,17.56,14.8999,10.87,6.05
2,2,0,4,48,3,1,1,22.14,9.37999,19.65,6.88999,18.86,15.17,10.05,4.75
3,3,4,4,42,2,2,2,24.19,11.14,19.9399,6.8899,17.66,13.18,8.38,5.5
3,4,2,4,43,2,2,2,23.56,10.67,19.77,6.88,19.13,14.08,8.21,4.58
3,3,0,4,46,2,1,3,22.7599,9.78,19.85,6.8701,20.05,15.09,8.21999,4.24
3,3,2,4,44,3,0,0,21.97,9.85,18.97,6.85,17.53,14.78,10.87,6.03
3,3,0,4,46,2,1,1,22.71,9.77,19.79,6.85,20.21,15.1,8.12999,4.29
3,4,1,4,44,2,2,2,23.36,10.41,19.77,6.82,19.68,14.6,7.92,4.26
3,4,2,4,43,3,2,1,22.4,10.12,19.1,6.82,17.83,14.74,10.2099,5.60999
4,3,3,4,42,3,0,2,21.9599,10.16,18.56,6.7601,16.7,14.46,11.09,7.08
4,4,2,4,42,3,0,1,21.77,9.95999,18.56,6.74999,17.23,14.96,10.9799,6.55
2,2,0,4,48,3,1,2,22.4,9.31,19.82,6.73,18.67,15.17,9.93,4.68999
3,2,1,4,46,2,2,2,21.88,9.3,19.3,6.72,19.42,15.55,9.22999,5.31
4,3,4,4,41,3,3,0,22.55,10.53,18.73,6.71,16.5099,13.87,10.83,6.97
3,3,3,4,43,3,2,1,22.6,10.27,19.04,6.71,17.1199,14.37,10.44,6.16
2,2,0,4,48,3,0,1,22.29,9.25,19.73,6.69,18.84,15.16,9.98,4.74
4,4,2,4,42,3,0,0,21.94,10,18.63,6.69,17.29,14.78,10.79,6.55
4,2,4,4,42,2,2,3,22.57,10.28,18.97,6.68,16.85,13.96,10.12,7.26
4,3,4,4,41,3,3,1,22.58,10.4599,18.8,6.6799,16.36,13.93,10.87,6.99
2,2,0,4,48,3,1,0,22.29,9.2,19.7599,6.6699,18.79,15.3299,9.89,4.74
4,4,4,4,40,3,3,1,22.91,10.79,18.78,6.66,16.9,13.84,10.2,6.58
2,3,0,4,47,3,0,2,23.06,9.87999,19.84,6.65999,18.58,14.67,9.49,4.47
3,4,1,4,44,2,2,3,23.39,10.23,19.8,6.64,19.68,14.62,8,4.27999
4,4,4,4,40,3,3,0,23.09,10.73,18.99,6.63,16.65,13.76,10.24,6.54
3,3,0,4,46,2,2,2,22.81,9.74,19.67,6.6,20.3,15.0499,8.11,4.32
2,3,0,4,47,3,0,3,23.18,9.77,20.01,6.6,18.69,14.6,9.31,4.44
2,3,0,4,47,3,1,1,23.07,9.76,19.91,6.6,18.84,14.56,9.46,4.41
4,3,2,4,43,3,1,0,21.55,9.79,18.36,6.6,17.05,14.97,11.3,6.99
3,3,2,4,44,3,1,0,22.07,9.69,18.97,6.59,17.43,14.81,10.86,6.16
4,3,2,4,43,3,0,1,21.54,9.73,18.39,6.58,17.09,14.87,11.41,6.97
4,2,2,4,44,2,3,2,21.65,9.41,18.82,6.58,18.3,15.06,9.98,6.77
3,3,0,4,46,2,2,1,22.82,9.78,19.62,6.58,20.15,15.1299,8.25,4.25
4,2,3,4,43,2,2,2,22.17,9.76,18.99,6.58,17.61,14.36,10.11,7
3,3,0,4,46,2,0,0,22.82,9.74,19.66,6.58,19.99,15.21,8.28,4.31
2,2,0,4,48,3,0,2,22.34,9.18,19.74,6.58,18.9,15.24,10.01,4.6
4,4,2,4,42,3,1,0,21.84,9.87999,18.54,6.57999,17.22,14.9799,10.97,6.56999
3,2,1,4,46,2,2,3,22.11,9.35,19.33,6.57,19.32,15.43,9.28,5.19
3,4,3,4,42,3,0,3,22.93,10.4599,19.04,6.5699,17.21,14.36,10.05,5.94999
2,3,0,4,47,3,0,1,23.14,9.76,19.9399,6.5599,18.66,14.66,9.34,4.49
4,4,1,4,43,2,0,3,22.83,10.14,19.24,6.55,19.13,14.59,8.74,5.33
2,2,0,4,48,3,1,3,22.36,9.3,19.59,6.53,18.75,15.22,10,4.78
3,3,2,4,44,2,0,2,23.25,10.13,19.64,6.52,18.88,14.45,8.52,5.13
3,3,0,4,46,2,2,0,22.88,9.77,19.63,6.52,20.11,15.1299,8.25,4.22999
3,3,0,4,46,2,0,1,22.88,9.78,19.61,6.51,20.16,15.16,8.15,4.25
2,3,0,4,47,3,0,0,23.15,9.77,19.89,6.51,18.67,14.59,9.48,4.46
3,3,0,4,46,2,1,2,22.83,9.74,19.59,6.5,20.26,15.1,8.28,4.19
4,3,3,4,42,3,1,2,22.02,10.04,18.4599,6.4799,16.55,14.68,11.12,7.13
4,3,1,4,44,2,2,1,22.39,9.74,19.12,6.47,18.91,15.03,9.06,5.75
3,3,3,4,43,3,2,0,22.79,10.2099,19.05,6.4699,17.07,14.33,10.42,6.14
4,4,1,4,43,2,3,0,22.8699,10.17,19.16,6.4601,19.25,14.68,8.72,5.14999
2,3,0,4,47,3,1,3,23.1699,9.62999,20,6.46009,18.61,14.62,9.48,4.49
4,3,1,4,44,2,3,1,22.38,9.86,18.98,6.46,19.08,14.86,9.13999,5.7
4,3,2,4,43,3,1,1,21.64,9.74,18.36,6.46,16.85,14.97,11.3799,7.06
3,2,3,4,44,3,0,3,21.79,9.58,18.65,6.44,16.9,14.74,11.3,7.04
2,3,0,4,47,3,1,2,23.22,9.77,19.88,6.43,18.63,14.67,9.44,4.39999
3,4,3,4,42,2,2,2,24.3,10.95,19.77,6.42,18.45,13.65,8.03,4.84
3,3,2,4,44,2,1,3,23.3,10.2,19.52,6.42,18.96,14.39,8.58,5.05
2,2,1,4,47,3,0,2,22.7,9.53,19.59,6.42,18.32,15.04,9.98,4.84
3,3,1,4,45,2,2,0,23.15,10,19.56,6.41,19.57,14.71,8.39,4.62
4,4,1,4,43,2,2,0,22.82,10.2099,19.02,6.4099,19.2599,14.7,8.69,5.28
3,3,0,4,46,2,0,2,22.97,9.69,19.6899,6.4099,20.19,15.09,8.18,4.19
3,3,1,4,45,2,2,1,23.21,9.87999,19.72,6.38999,19.34,14.75,8.34,4.75
3,3,2,4,44,2,0,3,23.31,10.34,19.34,6.37,18.94,14.39,8.57,5.1
2,2,1,4,47,3,1,2,22.79,9.55,19.6,6.36,18.27,14.94,10,4.85
4,3,1,4,44,2,2,0,22.52,9.89,18.98,6.35,18.91,14.85,9.11,5.74
4,4,2,4,42,2,3,1,23.23,10.4599,19.12,6.3499,18.77,14.39,8.63,5.4
3,4,3,4,42,3,1,3,23.15,10.39,19.1,6.34,17.15,14.19,10.04,5.97999
2,2,0,4,48,3,0,3,22.43,9.17,19.6,6.34,18.82,15.2299,9.99,4.76
4,4,1,4,43,2,1,3,22.82,10.13,19.02,6.33,19.27,14.6499,8.86,5.25
4,2,2,4,44,2,2,3,21.83,9.35,18.81,6.33,17.95,15,10.19,6.87
3,3,0,4,46,2,0,3,23.05,9.79,19.58,6.32,19.93,15.1,8.32,4.22999
3,2,3,4,44,3,0,2,21.86,9.51,18.66,6.31,17,14.74,11.2199,7.02
4,2,2,4,44,3,3,1,20.84,8.94,18.2,6.3,17.01,15.34,12.03,7.64999
3,3,1,3,46,3,2,2,20.28,9.04,17.53,6.29,17.93,16.1,11.94,7.18
4,3,4,4,41,1,3,3,26.41,11.6,21.0999,6.2899,16.18,10.6399,8.15,5.91
3,4,4,4,41,2,2,3,24.9599,11.42,19.8,6.2601,17.9,12.9,7.92,5.09
2,2,1,4,47,3,0,3,22.77,9.5,19.53,6.26,18.29,14.84,10.07,4.99
4,2,2,4,44,3,3,0,20.86,9.01,18.11,6.26,16.78,15.32,12.3799,7.53999
4,2,1,4,45,3,3,1,20.5,8.58,18.16,6.24,17.23,15.73,12.35,7.46
4,4,0,4,44,2,3,1,22.8,9.92,19.12,6.24,19.49,15.09,8.63,4.95
4,3,1,4,44,2,0,2,22.49,9.74,18.98,6.23,18.86,14.87,9.27,5.77
2,3,0,4,47,3,1,0,23.3,9.74,19.79,6.23,18.83,14.57,9.35,4.42
4,3,1,4,44,2,3,0,22.6,9.85,18.98,6.23,18.95,14.87,9.15,5.60999
4,4,2,4,42,2,3,0,23.38,10.31,19.28,6.21,18.79,14.2,8.61,5.43999
4,3,1,4,44,2,1,3,22.54,9.8,18.95,6.21,18.88,14.8799,9.16,5.8
4,2,1,4,45,3,2,0,20.54,8.59,18.16,6.21,17.2999,15.62,12.26,7.53
4,4,2,4,42,3,1,1,22.16,9.92,18.45,6.21,17.18,14.84,10.85,6.59
4,3,2,4,43,3,0,0,21.74,9.62,18.33,6.21,16.89,14.99,11.39,7.03
4,4,4,4,40,1,3,3,27.04,11.94,21.3,6.2,16.48,10.42,7.43,5.39
4,3,2,4,43,2,2,0,22.88,10.07,19,6.19,18.48,14.41,9.19,5.97999
2,2,1,4,47,3,1,3,22.95,9.56,19.57,6.18,18.22,14.9799,9.84,4.88
4,2,2,4,44,3,2,1,20.96,8.95,18.19,6.18,16.83,15.31,12.08,7.68
4,3,1,4,44,2,0,3,22.5099,9.74,18.94,6.1701,18.91,14.84,9.27,5.79
4,4,1,4,43,2,3,1,23.08,10.16,19.09,6.17,19.3,14.46,8.72,5.18
4,4,0,4,44,2,0,2,22.71,9.83,19.05,6.17,19.61,15.1,8.62,5.07
4,4,1,4,43,2,2,1,22.99,10.08,19.08,6.17,19.28,14.75,8.69,5.13
3,2,3,4,44,3,1,3,21.91,9.61,18.47,6.17,16.93,14.76,11.35,6.97
4,2,1,4,45,3,3,0,20.43,8.58,18.01,6.16,17.3499,15.87,12.26,7.5
3,3,2,4,44,2,1,2,23.45,10.12,19.49,6.16,18.9,14.31,8.6,5.14
3,4,3,4,42,3,1,2,23.15,10.29,19,6.14,17.34,14.2499,10.0599,5.89999
4,3,2,4,43,2,3,0,22.9,10.11,18.93,6.14,18.47,14.39,9.17,6.02
3,4,1,4,44,2,0,3,23.64,10.08,19.7,6.14,19.2599,14.62,8.23,4.47
4,2,2,4,44,2,2,2,21.87,9.3,18.7,6.13,18.02,15.0799,10.16,6.88
4,4,1,4,43,2,0,2,22.9399,10.1,18.96,6.1201,19.24,14.67,8.7,5.38
4,3,0,4,45,2,3,2,22.46,9.46,19.09,6.09,19.34,15.19,9.09,5.38
2,3,1,4,46,3,0,3,23.78,9.91,19.95,6.08,18.13,14.4699,9.22,4.55
4,4,0,4,44,2,0,1,22.85,9.86,19.06,6.07,19.7,15,8.54,5
4,4,0,4,44,2,1,0,22.8,9.71999,19.13,6.04999,19.58,15,8.84,4.93999
4,4,2,4,42,2,1,3,23.38,10.31,19.1,6.03,18.56,14.2999,8.81,5.55
4,4,0,4,44,2,0,3,22.89,9.77,19.15,6.03,19.61,14.94,8.63,5
4,4,0,4,44,2,1,3,22.85,9.89,18.98,6.02,19.6899,15.06,8.61,4.92
4,3,2,4,43,2,3,1,22.9,9.99,18.92,6.01,18.62,14.48,9.13999,5.94999
3,3,0,3,47,3,2,0,20.24,8.7,17.5499,6.0099,18.21,16.52,12.03,6.75
4,4,4,4,40,3,2,0,23.25,10.51,18.74,6,16.56,14,10.33,6.61
4,4,0,4,44,2,1,2,22.96,9.83,19.13,6,19.55,14.91,8.6,5.01
4,4,0,4,44,2,0,0,22.83,9.79,19.03,5.99,19.59,14.94,8.78,5.02999
4,3,0,4,45,2,0,1,22.52,9.44,19.07,5.99,19.31,15.12,9.17,5.36
3,3,1,4,45,2,0,0,23.36,9.94,19.4,5.98,19.36,14.8799,8.38,4.67
4,3,3,4,42,2,3,1,23.41,10.32,19.06,5.97,18.05,14.01,8.99,6.16
3,3,0,3,47,3,0,2,20.29,8.75,17.49,5.95,18.31,16.41,11.92,6.84
3,2,4,4,43,2,2,2,23.77,10.5,19.21,5.94,17.32,13.74,9.26,6.2
4,4,0,4,44,2,2,3,22.8,9.69,19.05,5.94,19.56,15.22,8.70999,4.97
4,3,2,4,43,2,1,3,22.96,10.01,18.89,5.94,18.22,14.37,9.37999,6.18
4,4,0,4,44,2,2,1,22.82,9.83,18.93,5.94,19.67,15.07,8.68,4.99
4,2,0,4,46,3,0,3,20.3,8.18,18.06,5.94,17.61,16.12,12.41,7.32
4,3,4,4,41,3,2,1,22.88,10.26,18.55,5.93,16.46,13.88,10.86,7.1
4,3,0,4,45,2,1,2,22.56,9.47,19.02,5.93,19.4399,15.16,9.04,5.31
4,4,2,4,42,2,2,1,23.46,10.31,19.08,5.93,18.85,14.26,8.63,5.42
4,4,0,4,44,2,3,3,22.9,9.79,19.03,5.92,19.64,14.9799,8.73,4.92
3,2,2,4,45,3,1,0,21.66,9.17,18.41,5.92,17.15,15.36,11.53,6.72999
4,4,0,4,44,2,2,0,22.8699,9.78,19.0099,5.92,19.6,15.04,8.75,4.95
4,3,2,4,43,2,2,1,23.07,9.99,18.99,5.91,18.42,14.3999,9.18,5.94999
4,4,2,4,42,2,2,0,23.4,10.25,19.05,5.9,18.84,14.37,8.57,5.51
4,4,2,4,42,2,0,2,23.44,10.28,19.06,5.9,18.79,14.13,8.7,5.6
4,4,0,4,44,2,2,2,22.84,9.71999,19.02,5.89999,19.74,15.01,8.72,4.95
4,4,2,4,42,2,0,3,23.33,10.26,18.96,5.89,18.67,14.21,8.89,5.67
4,3,0,4,45,2,0,3,22.48,9.35,19.02,5.89,19.42,15.17,9.19,5.37
3,4,1,4,44,2,1,3,23.8499,10.13,19.6,5.8801,19.38,14.61,8.07,4.37
3,2,2,4,45,2,1,3,22.56,9.48,18.96,5.88,18.72,15,9.47,5.81
4,3,0,4,45,2,1,3,22.52,9.52,18.88,5.88,19.36,15.28,9.09,5.34
4,4,4,4,40,3,0,3,23.3,10.58,18.59,5.87,16.64,13.79,10.34,6.76
4,2,2,4,44,3,2,0,21.08,8.86,18.09,5.87,16.84,15.29,12.2,7.64
4,4,1,4,43,2,1,2,23.14,9.96999,19.04,5.86999,19.33,14.51,8.67,5.34
3,4,3,4,42,3,0,2,23.39,10.25,19,5.86,17.14,14.26,10.02,5.94
4,4,0,4,44,2,3,0,22.86,9.77,18.95,5.86,19.53,15.1299,8.78,4.97999
4,2,1,4,45,3,0,2,20.76,8.58,18.04,5.86,17.21,15.68,12.12,7.62
4,2,1,4,45,3,2,1,20.52,8.48,17.89,5.85,17.26,15.9099,12.3899,7.53999
4,3,2,4,43,2,0,2,23.06,10.09,18.81,5.84,18.2,14.29,9.39,6.17
4,3,2,4,43,2,0,3,22.9399,10.09,18.68,5.8301,18.48,14.44,9.29,6.08
4,4,0,4,44,2,3,2,22.95,9.73,19.05,5.83,19.65,15.0499,8.64999,4.92
3,4,0,4,45,2,1,1,23.5999,9.96999,19.45,5.82009,20.1,14.8999,7.96,4.01
4,2,4,4,42,2,2,2,23.03,10,18.85,5.82,17.07,13.75,10.01,7.28
4,4,0,4,44,2,1,1,22.86,9.73,18.95,5.82,19.7,15.06,8.69,5.01
3,3,2,4,44,2,2,0,23.76,10.19,19.38,5.81,18.86,14.39,8.41,5.02
4,3,0,4,45,2,2,2,22.4399,9.47,18.77,5.8001,19.52,15.26,9.13,5.42
4,3,0,4,45,2,0,0,22.63,9.45,18.98,5.8,19.33,15.1,9.11,5.39
3,3,1,4,45,2,1,1,23.43,9.9,19.33,5.8,19.49,14.74,8.44,4.67
3,4,0,4,45,2,0,3,23.57,9.9,19.45,5.78,20.05,14.8799,8.08,4.07
3,3,1,4,45,2,0,1,23.45,9.84,19.39,5.78,19.45,14.75,8.38,4.73
4,3,3,4,42,2,3,0,23.5499,10.36,18.96,5.7701,17.94,13.8199,9.08,6.27
4,3,4,4,41,3,2,0,22.99,10.31,18.45,5.77,16.22,14.01,10.89,7.13
3,2,3,4,44,3,1,2,22.14,9.36,18.54,5.76,16.8699,14.78,11.34,6.98
3,2,2,4,45,3,0,0,21.62,9.02,18.35,5.75,17.2999,15.45,11.54,6.72
4,3,0,4,45,2,2,1,22.55,9.4,18.9,5.75,19.32,15.25,9.22999,5.34
4,3,1,4,44,2,1,2,22.79,9.62,18.91,5.74,18.89,14.67,9.32,5.79
3,2,3,4,44,3,2,1,22.31,9.43,18.61,5.73,16.82,14.78,11.24,6.81999
4,2,0,4,46,3,1,3,20.46,8.19,18,5.73,17.5999,16.04,12.4,7.32
4,3,0,4,45,2,2,3,22.48,9.41,18.79,5.72,19.54,15.27,9.08,5.43
3,3,0,3,47,3,0,0,20.41,8.64,17.49,5.72,18.4,16.43,11.91,6.72999
4,2,1,4,45,3,1,3,20.6699,8.52,17.86,5.7101,17.27,15.65,12.47,7.56
4,4,2,4,42,2,1,2,23.58,10.37,18.92,5.71,18.44,14.32,8.82,5.55
3,4,1,4,44,2,0,2,23.89,10.1,19.5,5.71,19.52,14.52,8.08,4.39
3,3,0,3,47,3,2,2,20.4,8.66,17.45,5.71,18.41,16.33,11.95,6.81
4,2,0,4,46,3,2,3,20.41,8.23,17.89,5.71,17.59,16.04,12.5099,7.33
4,2,0,4,46,3,3,3,20.52,8.12999,18.0999,5.70989,17.66,16.02,12.16,7.39999
2,3,0,3,48,3,0,2,21.63,8.91,18.42,5.7,19.17,15.97,10.53,5.37
2,3,0,3,48,3,0,1,21.75,8.78,18.67,5.7,19.02,15.9,10.4899,5.39
4,3,3,4,42,1,3,3,26.55,11.2,21.05,5.7,16.61,11.08,7.85,5.65
4,2,0,4,46,3,0,2,20.56,8.30999,17.95,5.69999,17.52,15.92,12.36,7.37
3,3,0,3,47,3,1,1,20.3699,8.61,17.45,5.6901,18.38,16.45,11.91,6.83
3,2,1,4,46,2,2,0,22.4,9.16,18.93,5.69,19.4399,15.4799,9.3,5.29
4,2,1,4,45,3,1,2,20.7,8.63,17.76,5.69,17.28,15.65,12.32,7.64999
4,4,4,4,40,3,1,3,23.41,10.45,18.65,5.69,16.32,13.9,10.47,6.81
3,2,1,4,46,2,0,2,22.41,9.11,18.99,5.69,19.29,15.47,9.3,5.43
4,3,0,4,45,2,1,0,22.6899,9.5,18.87,5.6801,19.39,15.12,9.16,5.26
4,3,0,4,45,2,1,1,22.7,9.51,18.87,5.68,19.27,15.14,9.21,5.3
4,3,2,4,43,2,1,2,23.08,9.99,18.77,5.68,18.36,14.41,9.18,6.21
3,4,0,4,45,2,2,0,23.64,9.9,19.42,5.68,20.01,14.99,7.96999,4.07
4,4,4,4,40,3,2,1,23.36,10.41,18.62,5.67,16.6899,13.9,10.41,6.61999
3,4,2,4,43,3,1,0,22.91,9.94,18.64,5.67,17.64,14.59,10.47,5.8
3,4,0,4,45,2,2,2,23.62,9.8,19.49,5.67,20.09,14.92,8,4.09
4,3,0,4,45,2,0,2,22.62,9.36,18.93,5.67,19.43,15.32,9.02,5.33
4,2,0,4,46,3,0,1,20.38,8.12,17.93,5.67,17.75,16.02,12.44,7.37
3,4,2,4,43,3,1,1,23.01,9.94,18.73,5.66,17.5499,14.71,10.29,5.77999
4,2,1,4,45,3,0,3,20.84,8.58,17.9199,5.6599,17.19,15.67,12.16,7.64
4,4,3,4,41,2,3,0,24.02,10.4899,19.1899,5.6598,18.36,13.8,8.54,5.60999
4,2,3,4,43,3,3,0,21.73,9.24,18.14,5.65,16.35,14.92,11.7999,7.8
3,4,0,4,45,2,1,0,23.64,9.81,19.48,5.65,20.1,14.85,7.97999,4.15
4,3,0,4,45,2,3,0,22.57,9.45,18.77,5.65,19.4,15.26,9.22999,5.31999
2,3,0,3,48,3,1,2,21.66,8.84,18.47,5.65,19.13,15.9399,10.59,5.38
3,3,0,3,47,3,2,1,20.45,8.64,17.44,5.63,18.35,16.2599,12.01,6.85
4,3,0,4,45,2,3,1,22.7,9.47,18.85,5.62,19.54,15.1,9.1,5.25
4,3,0,4,45,2,3,3,22.63,9.42,18.83,5.62,19.34,15.25,9.19,5.33
3,2,1,4,46,2,1,2,22.46,8.99,19.09,5.62,19.36,15.52,9.27,5.3
2,3,0,3,48,3,1,1,21.67,8.81,18.48,5.62,19.1,15.9099,10.62,5.41
2,3,0,3,48,3,1,0,21.64,8.79999,18.4599,5.61989,19.28,15.86,10.59,5.37
2,3,0,3,48,3,0,0,21.7599,8.84,18.5299,5.61,19.18,15.9399,10.41,5.33
4,4,3,4,41,2,3,1,24.16,10.62,19.15,5.61,18.14,13.69,8.63,5.60999
3,4,0,4,45,2,0,0,23.73,9.87,19.47,5.61,20.04,14.8799,7.93999,4.07
4,2,0,4,46,3,0,0,20.54,8.24,17.9,5.6,17.5,16.16,12.34,7.33
2,3,1,4,46,3,1,3,23.9,9.87999,19.62,5.59999,18.25,14.37,9.43,4.56
3,2,1,4,46,2,0,3,22.49,9.13,18.95,5.59,19.28,15.37,9.39,5.38
4,4,1,4,43,2,1,1,23.32,9.98,18.92,5.58,19.04,14.63,8.79999,5.3
4,2,0,4,46,3,3,2,20.58,8.29,17.87,5.58,17.54,16.03,12.36,7.33
3,4,4,4,41,2,2,2,25.4199,11.11,19.88,5.5701,17.6699,13,7.88,5.04
4,4,3,4,41,1,3,2,27.25,11.55,21.27,5.57,16.85,10.75,7.29,5.04
4,2,0,4,46,3,1,1,20.51,8.12999,17.95,5.56999,17.65,16.16,12.4,7.19999
3,3,2,3,45,3,2,2,21.0299,9.21,17.38,5.5601,17.26,15.58,11.98,7.56
4,3,0,4,45,2,2,0,22.73,9.29,19,5.56,19.47,15.1,9.04,5.37
3,4,0,3,46,3,0,1,20.77,8.81,17.52,5.56,18.27,16.34,11.67,6.61999
3,3,0,3,47,3,1,2,20.41,8.68,17.29,5.56,18.44,16.36,11.99,6.84
3,3,3,4,43,2,1,3,24.12,10.33,19.34,5.55,18.07,13.81,8.72,5.6
3,3,2,4,44,2,2,1,23.9,10.05,19.4,5.55,18.96,14.33,8.35,5
3,3,0,3,47,3,0,1,20.47,8.67,17.33,5.53,18.47,16.32,11.94,6.79
4,2,0,4,46,3,1,0,20.54,8.23,17.84,5.53,17.65,16.09,12.3799,7.27
4,2,0,4,46,3,3,1,20.53,8.15,17.91,5.53,17.69,16.06,12.44,7.22
3,4,0,4,45,2,0,2,23.71,9.77,19.47,5.53,20.01,15.06,7.95,4.03
3,2,2,4,45,2,0,3,22.8,9.41,18.91,5.52,18.68,14.86,9.51,5.83
3,2,2,4,45,3,0,1,21.77,9.13,18.16,5.52,17.22,15.37,11.55,6.8
3,4,0,4,45,2,0,1,23.84,9.92,19.43,5.51,20.09,14.71,8.02,3.98999
3,2,1,4,46,2,1,3,22.48,9.11,18.88,5.51,19.23,15.54,9.3,5.45
4,2,2,4,44,3,1,3,21.19,8.89,17.81,5.51,16.84,15.32,12.16,7.79
3,4,2,4,43,3,0,0,23.08,9.93,18.65,5.5,17.53,14.7199,10.37,5.72
3,3,0,3,47,3,1,0,20.44,8.55,17.39,5.5,18.39,16.42,11.98,6.84
3,4,0,4,45,2,1,2,23.81,9.84,19.46,5.49,19.98,14.87,7.93999,4.10999
4,2,0,4,46,3,2,1,20.54,8.08,17.95,5.49,17.65,16.11,12.3899,7.3
4,3,4,4,41,3,1,3,23.15,10.28,18.35,5.48,16.18,13.84,10.85,7.35
3,2,3,4,44,3,2,0,22.36,9.43,18.41,5.48,16.96,14.75,11.26,6.84
3,4,0,4,45,2,2,1,23.78,9.85,19.41,5.48,20,14.89,7.96999,4.1
3,2,0,4,47,2,2,1,22.43,8.77,19.1399,5.4799,19.93,15.85,8.98,4.9
3,1,3,4,45,3,2,3,21.04,8.30999,18.2,5.46999,17.22,15.21,12.23,7.79
4,2,1,4,45,2,3,2,21.87,8.83,18.5099,5.4699,18.64,15.37,10.16,6.63
3,4,0,4,45,2,2,3,23.71,9.74,19.43,5.46,20.16,14.8999,7.97999,4.08
4,2,3,4,43,3,3,1,21.75,9.15,18.05,5.45,16.57,14.85,11.8999,7.72
4,4,4,4,40,3,0,2,23.48,10.43,18.5,5.45,16.56,13.78,10.34,6.90999
3,2,1,4,46,2,2,1,22.62,9.1,18.97,5.45,19.2599,15.6599,9.2,5.18
3,2,2,4,45,3,1,1,21.69,8.97,18.17,5.45,17.2999,15.37,11.67,6.83
4,2,1,4,45,3,1,0,20.9199,8.45,17.9199,5.45,17.09,15.6599,12.34,7.62
